NO.,SMILES,BBB+/BBB-,group,BRIC_IDs,RING_IDs,SIDECHAIN_IDs,Flexibility_RDKit,MW_RDKit,LogP_RDKit,HBA_RDKit,HBD_RDKit,TPSA_RDKit,Charge_RDKit,HeavyAtom_RDKit,AtomStereo_RDKit,AtomCount_C_RDKit,AtomCount_H_RDKit,AtomCount_O_RDKit,AtomCount_N_RDKit,AtomCount_S_RDKit,AtomCount_F_RDKit,AtomCount_Cl_RDKit,AtomCount_Br_RDKit,AtomCount_I_RDKit,AtomCount_P_RDKit,AtomCount_B_RDKit,AtomCount_Li_RDKit,BondCount_Single_RDKit,BondCount_Double_RDKit,BondCount_Triple_RDKit,BondCount_Aromatic_RDKit,Total_Chiral_Centers_RDKit,R_Isomers_RDKit,S_Isomers_RDKit,E_Isomers_RDKit,Z_Isomers_RDKit,Num_4_Rings_Aromatic_RDKit,Num_4_Rings_NonAromatic_RDKit,Num_4_Rings_Total_RDKit,Num_5_Rings_Aromatic_RDKit,Num_5_Rings_NonAromatic_RDKit,Num_5_Rings_Total_RDKit,Num_6_Rings_Aromatic_RDKit,Num_6_Rings_NonAromatic_RDKit,Num_6_Rings_Total_RDKit,Num_8_Rings_Aromatic_RDKit,Num_8_Rings_NonAromatic_RDKit,Num_8_Rings_Total_RDKit,Num_Aromatic_Rings_RDKit,Num_NonAromatic_Rings_RDKit,Num_Total_Rings_RDKit,WienerIndex_RDKit,EccentricConnectivityIndex_RDKit,RadiusOfGyration_RDKit,LogP_PubChem,TPSA_PubChem,HBA_PubChem,HBD_PubChem,Flexibility_PubChem,Charge_PubChem,AtomStereo_PubChem,LogP_Avg,TPSA_Avg,HBA_Avg,HBD_Avg,Flexibility_Avg,Charge_Avg,AtomStereo_Avg
272,COc1ccc(S(=O)(=O)Nc2cc(Br)cc(F)c2Br)cc1N1CCNCC1,BBB+,A,BRIC0003; BRIC0005; BRIC0124; BRIC0156; BRIC0462,RING0001; RING0033,SC0004; SC0005; SC0013; SC0026,6,523.222,3.5697,5,2,70.67,0,27,0,17,18,3,3,1,1,0,2,0,0,0,0,33,2,0,12,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,2,1,3,6028,1015,3.913717406,3.4,79.1,7,2,5,0,0,3.48485,74.885,6,2,5.5,0,0
273,O=NN(CCCl)C(=O)NCCCl,BBB+,A,BRIC0003; BRIC0064; BRIC0463,,SC0002; SC0006; SC0024; SC0025; SC0055,5,214.052,1.157,3,1,61.77,0,12,0,5,9,2,3,0,0,2,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,252,3.513809435,1.5,61.8,3,1,4,0,0,1.3285,61.785,3,1,4.5,0,0
274,O=c1[nH]c2ccc([S+]([O-])CCN3CCC(Cc4ccc(F)cc4)CC3)cc2o1,BBB+,A,BRIC0033; BRIC0130; BRIC0246; BRIC0464,RING0001; RING0028; RING0117,SC0002; SC0010; SC0026; SC0049,6,402.491,3.8123,4,1,64.63,0,28,1,21,23,3,2,1,1,0,0,0,0,0,0,41,1,0,12,0,0,0,0,0,0,0,0,0,1,1,2,1,3,0,0,0,2,2,4,8686,1447,4.882010508,3,77.9,6,1,6,0,1,3.40615,71.265,5,1,6,0,1
275,CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O,BBB+,A,BRIC0027; BRIC0231; BRIC0465,RING0001; RING0060,SC0002; SC0007,7,308.381,4.4146,3,1,43.78,0,23,0,19,20,2,2,0,0,0,0,0,0,0,0,31,2,0,12,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,2,1,3,5206,836,3.464253319,4.9,43.8,3,1,5,0,0,4.6573,43.79,3,1,6,0,0
276,CN(C(=O)C(c1ccccc1)c1ccccc1)C(CN1CCC(O)C1)c1ccccc1,BBB+,A,BRIC0027; BRIC0050; BRIC0466; BRIC0467; BRIC0468,RING0001; RING0058,SC0002; SC0006; SC0007; SC0045,9,414.549,4.0848,3,1,43.78,0,31,2,27,30,2,2,0,0,0,0,0,0,0,0,45,1,0,18,0,0,0,0,0,0,0,0,0,1,1,3,0,3,0,0,0,3,1,4,12013,1387,4.255039277,4.1,43.8,3,1,7,0,2,4.0924,43.79,3,1,8,0,2
277,O=C(CF)NCCCCCC(=O)Nc1ccccc1,BBB+,A,BRIC0003; BRIC0027; BRIC0469; BRIC0470,RING0001,SC0001; SC0006; SC0007; SC0020; SC0056,8,266.316,2.2712,2,2,58.2,0,19,0,14,19,2,2,0,1,0,0,0,0,0,0,30,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,4275,861,3.835293628,1.8,58.2,3,2,8,0,0,2.0356,58.2,2.5,2,8,0,0
278,CC(=O)Oc1ccccc1C(=O)O,BBB+,A,BRIC0001; BRIC0017; BRIC0078; BRIC0173,RING0001,SC0002; SC0007; SC0008,3,180.159,1.3101,4,1,63.6,0,13,0,9,8,4,0,0,0,0,0,0,0,0,0,13,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,850,261,2.427692595,1.2,63.6,4,1,3,0,0,1.25505,63.6,4,1,3,0,0
279,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,BBB+,A,BRIC0027; BRIC0231; BRIC0471,RING0001; RING0118,SC0002; SC0007,6,308.381,3.7878,2,0,40.62,0,23,0,19,20,2,2,0,0,0,0,0,0,0,0,31,2,0,12,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,2,1,3,5164,834,3.576590255,3.2,40.6,2,0,5,0,0,3.4939,40.61,2,0,5.5,0,0
280,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,BBB+,A,BRIC0003; BRIC0005; BRIC0017; BRIC0111; BRIC0472; BRIC0473; BRIC0474,RING0001; RING0037; RING0119,SC0005; SC0007; SC0012; SC0014; SC0026,9,446.91,4.2756,7,1,68.74,0,31,0,22,24,3,4,0,1,1,0,0,0,0,0,41,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,3,1,4,10996,1528,4.429659331,4.1,68.7,8,1,8,0,0,4.1878,68.72,7.5,1,8.5,0,0
281,C[C@]12C[C@@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,BBB+,A,BRIC0303; BRIC0475,RING0050; RING0051; RING0053,SC0002; SC0010; SC0045,6,346.467,2.6667,4,2,74.6,0,25,7,21,30,4,0,0,0,0,0,0,0,0,0,55,3,0,0,7,2,5,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0,4,4,7748,1083,3.965242655,1.9,74.6,4,2,2,0,7,2.28335,74.6,4,2,4,0,7
282,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,BBB+,A,BRIC0020; BRIC0058; BRIC0064; BRIC0357,RING0001,SC0006; SC0008; SC0010; SC0024; SC0025,9,305.205,1.925,4,2,66.56,0,19,1,13,18,2,2,0,0,2,0,0,0,0,0,30,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3646,687,3.806371274,-0.5,66.6,4,2,8,0,1,0.7125,66.58,4,2,8.5,0,1
283,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,BBB+,A,BRIC0216; BRIC0476; BRIC0477; BRIC0478,RING0009,SC0008; SC0010; SC0027; SC0057; SC0058,10,300.442,5.6026,2,1,37.3,0,22,4,20,28,2,0,0,0,0,0,0,0,0,0,44,6,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,8068,1189,4.803074478,6.3,37.3,2,1,5,0,0,5.9513,37.3,2,1,7.5,0,2
284,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,BBB+,A,BRIC0216; BRIC0476; BRIC0477; BRIC0478,RING0009,SC0002; SC0007; SC0010; SC0027,10,300.442,5.6026,2,1,37.3,0,22,0,20,28,2,0,0,0,0,0,0,0,0,0,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,8068,1189,4.596218479,6.3,37.3,2,1,5,0,0,5.9513,37.3,2,1,7.5,0,0
285,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,BBB+,A,BRIC0216; BRIC0476; BRIC0477; BRIC0478,RING0009,SC0008; SC0010; SC0027; SC0057,10,300.442,5.6026,2,1,37.3,0,22,4,20,28,2,0,0,0,0,0,0,0,0,0,44,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,8068,1189,5.084964614,6.3,37.3,2,1,5,0,0,5.9513,37.3,2,1,7.5,0,2
286,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,BBB+,A,BRIC0112; BRIC0260; BRIC0274; BRIC0479,RING0001; RING0002; RING0026,SC0002; SC0007; SC0010; SC0024,7,307.397,3.37682,3,0,38.13,0,23,0,19,21,1,3,0,0,0,0,0,0,0,0,32,3,0,11,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,2,1,3,5670,874,3.534096277,2.5,37.6,2,0,3,0,0,2.93841,37.865,2.5,0,5,0,0
287,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,BBB+,A,BRIC0067; BRIC0315; BRIC0480,RING0019; RING0120,SC0002; SC0005; SC0010,4,224.216,-0.2846,4,2,78.87,0,16,2,10,12,4,2,0,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,2,1708,442,3.011802242,-0.8,78.9,4,2,2,0,2,-0.5423,78.885,4,2,3,0,2
288,CN(C)CCCN1c2ccccc2[S+]([O-])c2ccccc21,BBB+,A,BRIC0111; BRIC0112; BRIC0481,RING0001; RING0121,SC0006; SC0007; SC0010; SC0039,6,300.427,3.2565,3,0,29.54,0,21,0,17,20,1,2,1,0,0,0,0,0,0,0,31,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,2,1,3,4460,746,3.527689004,3.3,53.5,3,0,4,0,0,3.27825,41.52,3,0,5,0,0
289,CCc1ccc(-n2cnc3c(sc4nccc(N(C)C)c43)c2=O)cc1,BBB+,A,BRIC0058; BRIC0112; BRIC0114; BRIC0333,RING0001; RING0002; RING0029; RING0037,SC0002; SC0007; SC0024,6,350.447,4.2449,5,0,48.8,0,25,0,19,18,1,4,1,0,0,0,0,0,0,0,28,2,0,16,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,3,1,4,5895,1074,4.206708775,4,77,5,0,3,0,0,4.12245,62.9,5,0,4.5,0,0
290,Cn1nnc2c(C(N)=O)ncn2c1=O,BBB+,A,BRIC0400; BRIC0482,RING0026; RING0122,SC0002; SC0010; SC0020,2,194.154,-0.1058,6,1,105.94,0,14,0,6,6,2,6,0,0,0,0,0,0,0,0,13,3,0,5,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,2,749,279,2.614244451,-1.1,106,5,1,1,0,0,-0.6029,105.97,5.5,1,1.5,0,0
291,NC(=O)c1ccc(S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2)cc1,BBB+,A,BRIC0171; BRIC0400; BRIC0432; BRIC0483,RING0001; RING0028,SC0002; SC0006; SC0007; SC0026; SC0033,6,408.47,2.5445,4,1,80.47,0,28,0,20,22,3,2,1,2,0,0,0,0,0,0,37,3,0,12,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,2,1,3,8148,1358,4.351490607,2.8,88.9,6,1,6,0,0,2.67225,84.685,5,1,6,0,0
292,CC(=O)NCCCOc1cccc(CN2CCCCC2)c1,BBB+,A,BRIC0003; BRIC0014; BRIC0017; BRIC0026; BRIC0060; BRIC0078; BRIC0111,RING0001; RING0028,SC0002; SC0006; SC0007; SC0010,8,290.407,2.5775,3,1,41.57,0,21,0,17,26,2,2,0,0,0,0,0,0,0,0,41,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,7266,1182,3.784218627,2.2,41.6,3,1,7,0,0,2.38875,41.585,3,1,7.5,0,0
293,CC(C)(C)NC(=O)[C@@]1(c2c(C(=O)O)[nH]c3cc(Cl)ccc23)N2C(=O)[C@]21c1ccc(OCc2ccc(Cl)cc2)cc1,BBB+,A,BRIC0001; BRIC0003; BRIC0014; BRIC0017; BRIC0040; BRIC0058; BRIC0097; BRIC0147; BRIC0484; BRIC0485,RING0001; RING0036; RING0123,SC0002; SC0005; SC0006; SC0007; SC0008; SC0010; SC0012,7,578.452,5.6132,5,3,111.5,0,40,2,30,25,5,3,0,0,2,0,0,0,0,0,45,3,0,22,2,1,1,0,0,0,0,0,1,0,1,3,0,3,0,0,0,4,0,4,16151,1977,,5.4,112,5,3,8,0,2,5.5066,111.75,5,3,7.5,0,2
294,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,BBB+,A,BRIC0235; BRIC0345; BRIC0486; BRIC0487,RING0001; RING0028; RING0036,SC0006; SC0010; SC0047,7,335.473,2.0688,3,2,65.2,0,23,0,17,25,2,3,1,0,0,0,0,0,0,0,38,2,0,10,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,2,1,3,7024,1131,3.812346971,2,73.6,4,2,5,0,0,2.0344,69.4,3.5,2,6,0,0
295,O=C(c1ccc(F)cc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1,BBB+,A,BRIC0017; BRIC0040; BRIC0058; BRIC0060; BRIC0111; BRIC0130; BRIC0249,RING0001; RING0028; RING0033,SC0001; SC0002; SC0005; SC0007; SC0026,7,439.531,3.5695,4,0,53.09,0,32,0,25,30,3,3,0,1,0,0,0,0,0,0,51,2,0,12,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,2,2,4,16260,2181,5.296292591,3.6,53.1,5,0,7,0,0,3.58475,53.095,4.5,0,7,0,0
296,O=C(NCCN1CCN(c2cccc3c2OCC(CO)O3)CC1)c1ccc(F)cc1,BBB+,A,BRIC0003; BRIC0040; BRIC0059; BRIC0067; BRIC0074; BRIC0130; BRIC0488,RING0001; RING0033; RING0124,SC0001; SC0005; SC0006; SC0010; SC0026,7,415.465,1.5098,6,2,74.27,0,30,1,22,26,4,3,0,1,0,0,0,0,0,0,46,1,0,12,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,2,2,4,11467,1733,4.694119417,2,74.3,7,2,6,0,1,1.7549,74.285,6.5,2,6.5,0,1
297,O=C(NCCN1CCN(c2cccc3c2OC[C@H](CO)O3)CC1)c1ccc(F)cc1,BBB+,A,BRIC0003; BRIC0040; BRIC0059; BRIC0067; BRIC0074; BRIC0130; BRIC0489,RING0001; RING0033; RING0124,SC0001; SC0005; SC0006; SC0010; SC0026,7,415.465,1.5098,6,2,74.27,0,30,1,22,26,4,3,0,1,0,0,0,0,0,0,46,1,0,12,1,0,1,0,0,0,0,0,0,0,0,2,2,4,0,0,0,2,2,4,11467,1733,3.756891274,2,74.3,7,2,6,0,1,1.7549,74.285,6.5,2,6.5,0,1
298,O=C(O)CNC(=O)c1ccccc1O,BBB+,A,BRIC0003; BRIC0040; BRIC0221; BRIC0256,RING0001,SC0001; SC0002; SC0006,4,195.174,0.2066,4,3,86.63,0,14,0,9,9,4,1,0,0,0,0,0,0,0,0,15,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1088,347,2.857929747,0.9,86.6,4,3,3,0,0,0.5533,86.615,4,3,3.5,0,0
299,CCCN(CCC)CCc1cc(O)c2c(c1)CC(=O)N2,BBB+,A,BRIC0020; BRIC0171; BRIC0490; BRIC0491,RING0001; RING0125,SC0002; SC0006; SC0007; SC0010,10,276.38,2.5513,3,2,52.57,0,20,0,16,24,2,2,0,0,0,0,0,0,0,0,38,1,0,6,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,2,5467,856,3.387491307,,,,,,0,,2.5513,52.57,3,2,10,0,0
300,CCCN(CCC)CCc1ccc(O)c2c1CC(=O)N2,BBB+,A,BRIC0020; BRIC0171; BRIC0490; BRIC0492,RING0001; RING0125,SC0002; SC0006; SC0007; SC0010,10,276.38,2.5513,3,2,52.57,0,20,0,16,24,2,2,0,0,0,0,0,0,0,0,38,1,0,6,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,2,5363,846,3.262694788,2.3,52.6,3,2,7,0,0,2.42565,52.585,3,2,8.5,0,0
301,CCN1CN(c2ccc(Br)cc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,BBB+,A,BRIC0114; BRIC0130; BRIC0449; BRIC0450; BRIC0493,RING0001; RING0012; RING0028,SC0002; SC0007; SC0013; SC0026,8,502.428,4.7119,4,0,43.86,0,32,0,25,29,2,3,0,1,0,1,0,0,0,0,50,2,0,12,0,0,0,0,0,0,0,0,0,1,1,2,1,3,0,0,0,2,2,4,13074,1745,5.842563369,4.7,43.9,5,0,7,0,0,4.70595,43.88,4.5,0,7.5,0,0
302,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,BBB+,A,BRIC0001; BRIC0102; BRIC0494; BRIC0495,RING0001; RING0002; RING0033,SC0002; SC0007; SC0008; SC0010; SC0026,5,369.343,1.6573,6,1,64.09,0,26,0,17,18,3,3,0,3,0,0,0,0,0,0,37,3,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,2,3,5469,956,3.971238316,-0.1,64.1,9,1,4,0,0,0.77865,64.095,7.5,1,4.5,0,0
303,NC1(C(=O)O)CCCC1,BBB+,A,BRIC0001; BRIC0496,RING0053,SC0008; SC0014,2,129.159,0.3425,3,2,63.32,0,9,0,6,11,2,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,604,183,1.957591982,-2.6,63.3,3,2,1,0,0,-1.12875,63.31,3,2,1.5,0,0
304,CC1=C(C(=O)OC(C)(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC(C)(C)C)=C(C)N1,BBB+,A,BRIC0017; BRIC0147; BRIC0265; BRIC0497,RING0001; RING0126,SC0008; SC0010; SC0016; SC0022,6,430.501,4.513,7,1,107.77,0,31,0,23,30,6,2,0,0,0,0,0,0,0,0,51,5,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,12208,1192,3.813376348,4.5,110,7,1,7,0,0,4.5065,108.885,7,1,6.5,0,0
305,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,BBB+,A,BRIC0014; BRIC0112; BRIC0498,RING0001; RING0002; RING0127; RING0128,SC0002; SC0006; SC0007; SC0010,8,421.453,1.6932,7,2,103.2,0,31,1,23,23,5,3,0,0,0,0,0,0,0,0,43,4,0,11,1,0,1,0,0,0,0,0,0,1,1,2,2,4,0,0,0,2,3,5,9636,1342,4.693451114,0.5,103,7,2,3,0,1,1.0966,103.1,7,2,5.5,0,1
306,CC[S@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(CN(C)C)c(O)cc3nc2-1,BBB+,A,BRIC0014; BRIC0112; BRIC0499,RING0001; RING0002; RING0128; RING0129,SC0002; SC0006; SC0007; SC0010,8,441.509,3.4005,7,2,103.2,0,31,1,22,23,5,3,1,0,0,0,0,0,0,0,43,4,0,11,1,0,1,0,0,0,0,0,0,1,1,2,2,4,0,0,0,2,3,5,9954,1423,4.978019729,,,,,,0,,3.4005,103.2,7,2,8,0,1
307,COc1cc2c(cc1CNC1CCCNC1c1ccccc1)N(S(C)(=O)=O)C(C)C2,BBB+,A,BRIC0003; BRIC0005; BRIC0014; BRIC0019; BRIC0027; BRIC0500; BRIC0501,RING0001; RING0028; RING0065,SC0005; SC0006; SC0010; SC0047,9,429.586,2.9887,5,2,70.67,0,30,3,23,31,3,3,1,0,0,0,0,0,0,0,50,2,0,12,0,0,0,0,0,0,0,0,0,1,1,2,1,3,0,0,0,2,2,4,12590,1508,4.166431845,2.5,79.1,6,2,6,0,3,2.74435,74.885,5.5,2,7.5,0,3
308,N[C@@]1(C(=O)O)CC(=O)[C@@H]2[C@H]1[C@@]2(F)C(=O)O,BBB+,A,BRIC0001; BRIC0502,RING0053; RING0114,SC0002; SC0008; SC0014; SC0026,3,217.152,-1.2198,6,3,117.69,0,15,4,8,8,5,1,0,1,0,0,0,0,0,0,21,3,0,0,4,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,908,278,2.601511237,-4.2,118,7,3,2,0,4,-2.7099,117.845,6.5,3,2.5,0,4
309,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,BBB+,A,BRIC0112; BRIC0171; BRIC0235; BRIC0345; BRIC0503,RING0001; RING0036,SC0006; SC0007; SC0024; SC0047,9,295.408,1.3212,3,2,65.2,0,20,0,14,21,2,3,1,0,0,0,0,0,0,0,30,2,0,10,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2,4806,841,3.207386032,0.9,73.6,4,2,6,0,0,1.1106,69.4,3.5,2,7.5,0,0
310,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,BBB+,A,BRIC0003; BRIC0017; BRIC0147; BRIC0289; BRIC0504,RING0001; RING0130,SC0002; SC0006; SC0007; SC0010; SC0017,6,292.379,1.6991,4,3,70.59,0,21,1,16,24,3,2,0,0,0,0,0,0,0,0,39,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,6084,957,3.555141902,1,70.6,4,3,6,0,1,1.34955,70.595,4,3,6,0,1
311,C=CC#N,BBB+,A,BRIC0505,,SC0027; SC0031,0,53.064,0.69598,1,0,23.79,0,4,0,3,3,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,36,1.448780084,0.2,23.8,1,0,0,0,0,0.44799,23.795,1,0,0,0,0
312,CC1CN(Cc2ncccn2)CC1c1nc2c(cnn2C2CCOCC2)c(=O)[nH]1,BBB+,A,BRIC0014; BRIC0209; BRIC0506; BRIC0507; BRIC0508,RING0015; RING0019; RING0037; RING0058; RING0060,SC0002; SC0010,5,395.467,1.5661,8,1,97.53,0,29,2,20,25,2,7,0,0,0,0,0,0,0,0,45,2,0,11,0,0,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,2,3,5,9550,1410,4.063956766,0,97.5,7,1,4,0,2,0.78305,97.515,7.5,1,4.5,0,2
313,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,BBB+,A,BRIC0001; BRIC0020; BRIC0301; BRIC0490,RING0001,SC0006; SC0007; SC0008; SC0010; SC0033,9,285.365,2.1955,4,1,74.68,0,19,0,13,19,4,1,1,0,0,0,0,0,0,0,29,3,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3764,708,3.408480255,3.2,83.1,5,1,7,0,0,2.69775,78.89,4.5,1,8,0,0
314,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,BBB+,A,BRIC0171; BRIC0509; BRIC0510,RING0001; RING0028; RING0131,SC0007; SC0010; SC0049,6,386.586,4.9011,4,0,29.54,0,26,2,21,26,1,2,2,0,0,0,0,0,0,0,43,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,2,2,4,8156,1114,4.049486688,4.5,68.1,5,0,4,0,2,4.70055,48.82,4.5,0,5,0,2
315,Cc1nc(NC(=O)C2c3ccccc3Oc3ccccc32)no1,BBB+,A,BRIC0003; BRIC0335; BRIC0511,RING0001; RING0025; RING0094,SC0002; SC0006; SC0010,3,307.309,3.25432,5,1,77.25,0,23,0,17,13,3,3,0,0,0,0,0,0,0,0,21,1,0,17,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,3,1,4,3397,730,3.668563331,2.9,77.3,5,1,2,0,0,3.07716,77.275,5,1,2.5,0,0
316,NCCCS(=O)(=O)O,BBB+,A,BRIC0512,,SC0006; SC0007; SC0029,5,139.176,-0.777,4,2,80.39,0,8,0,3,9,3,1,1,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,167,2.105722187,-3.8,88.8,4,2,3,0,0,-2.2885,84.595,4,2,4,0,0
317,O=C(c1ccc(Cl)cc1)N1CCN(c2ccc(OC3CCN(C4CCC4)CC3)cc2)C(=O)C1,BBB+,A,BRIC0017; BRIC0040; BRIC0058; BRIC0097; BRIC0246; BRIC0249; BRIC0281,RING0001; RING0028; RING0033; RING0087,SC0001; SC0002; SC0012,5,467.997,4.2247,4,0,53.09,0,33,0,26,30,3,3,0,0,1,0,0,0,0,0,53,2,0,12,0,0,0,0,0,0,1,1,0,0,0,2,2,4,0,0,0,2,3,5,16408,2231,6.283401982,4.3,53.1,4,0,5,0,0,4.26235,53.095,4,0,5,0,0
318,COc1cc(Nc2nn3c(NC(CO)C(C)C)cc(C4CC4)nc3c2C(N)=O)cc(OC)c1,BBB+,A,BRIC0003; BRIC0005; BRIC0400; BRIC0412; BRIC0455; BRIC0513; BRIC0514,RING0001; RING0037; RING0060; RING0114,SC0005; SC0006; SC0014; SC0018; SC0020,15,454.531,2.6438,9,4,136.02,0,33,1,23,30,4,6,0,0,0,0,0,0,0,0,52,3,0,11,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,2,1,3,14637,1589,4.565179695,3.2,136,8,4,10,0,1,2.9219,136.01,8.5,4,12.5,0,1
319,Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1,BBB+,A,BRIC0017; BRIC0033; BRIC0059; BRIC0246; BRIC0515; BRIC0516,RING0001; RING0002; RING0028; RING0132,SC0002; SC0005; SC0010,7,431.536,4.20762,5,1,63.69,0,32,0,26,29,3,3,0,0,0,0,0,0,0,0,47,1,0,17,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,3,2,5,14552,2039,4.787939748,4.3,63.7,5,1,6,0,0,4.25381,63.695,5,1,6.5,0,0
320,CC(C)(C)/[N+]([O-])=C/c1cc[n+]([O-])cc1,BBB+,A,BRIC0517,RING0055,SC0007; SC0010; SC0039; SC0059,1,194.234,1.0477,2,0,53.01,0,14,1,10,14,2,2,0,0,0,0,0,0,0,0,21,1,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1693,407,3.093992284,-0.2,54.2,2,0,2,0,0,0.42385,53.605,2,0,1.5,0,0.5
321,CC(C)(C)/[N+]([O-])=C\c1cc[n+]([O-])cc1,BBB+,A,BRIC0518,RING0055,SC0007; SC0010; SC0039; SC0060,1,194.234,1.0477,2,0,53.01,0,14,1,10,14,2,2,0,0,0,0,0,0,0,0,21,1,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1693,407,2.815430784,-0.2,54.2,2,0,2,0,0,0.42385,53.605,2,0,1.5,0,0.5
322,CC(C)(C)[N+](=O)C=C1C=CN([O-])C=C1,BBB+,A,BRIC0519,RING0133,SC0007; SC0010; SC0039; SC0061,1,194.234,2.2885,3,0,46.38,0,14,0,10,14,2,2,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1693,407,2.915667522,0.7,46.4,3,0,2,0,0,1.49425,46.39,3,0,1.5,0,0
